"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(979.9647827148438, 445.79449462890625)","(1003.597900390625, 462.85162353515625)","(990.9478759765625, 452.2015380859375)","(1006.6677856445312, 488.8697204589844)","(997.2211303710938, 464.22406005859375)","(1005.4230346679688, 509.684326171875)","(1007.7540283203125, 490.3987121582031)","(1022.4002075195312, 491.38250732421875)","(969.7595825195312, 485.5554504394531)","(1022.299072265625, 524.3887329101562)","(978.6455688476562, 523.1583862304688)","(1038.8873291015625, 522.6295166015625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1240.8114013671875, 278.4189147949219)","(1222.48681640625, 296.0010070800781)","(1216.1341552734375, 283.60791015625)","(1217.1927490234375, 329.035888671875)","(1199.647705078125, 296.3107604980469)","(1216.4656982421875, 356.3424987792969)","(1192.8045654296875, 327.0387268066406)","(1179.8768310546875, 326.1490783691406)","(1245.597900390625, 329.5870666503906)","(1183.3182373046875, 369.2396545410156)","(1226.840087890625, 373.98468017578125)","(1151.141845703125, 360.347900390625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(499.3973693847656, 181.96438598632812)","(547.72314453125, 210.34201049804688)","(495.7709655761719, 184.75296020507812)","(555.9927978515625, 248.0213623046875)","(491.01171875, 197.19927978515625)","(556.5541381835938, 277.9555969238281)","(520.1927490234375, 238.34814453125)","(545.6664428710938, 241.18942260742188)","(486.0032653808594, 237.76470947265625)","(560.936279296875, 292.5047302246094)","(493.6025390625, 288.7757263183594)","(558.1115112304688, 281.7347412109375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(817.1275634765625, 48.05133056640625)","(842.0615234375, 73.09564208984375)","(831.1024780273438, 50.0146484375)","(845.2503662109375, 104.0015869140625)","(839.3475952148438, 59.79144287109375)","(843.769775390625, 128.3360595703125)","(849.8369750976562, 94.2999267578125)","(865.6107177734375, 97.49224853515625)","(805.8975219726562, 93.0870361328125)","(864.313232421875, 139.662109375)","(816.4161376953125, 134.7357177734375)","(884.9478759765625, 130.1878662109375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(153.02725219726562, 155.30633544921875)","(191.2528839111328, 178.0030517578125)","(119.60258483886719, 156.7794189453125)","(198.4559783935547, 212.68527221679688)","(94.86196899414062, 167.4583740234375)","(201.0211944580078, 240.81890869140625)","(124.3822250366211, 203.40087890625)","(139.21934509277344, 204.24996948242188)","(147.81385803222656, 207.474365234375)","(167.23764038085938, 252.0361328125)","(138.8792266845703, 252.9483642578125)","(121.32159423828125, 239.55950927734375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(243.96823120117188, 630.085693359375)","(204.6322479248047, 646.0043334960938)","(275.4716491699219, 635.6146850585938)","(193.08514404296875, 677.97314453125)","(296.8879699707031, 648.763916015625)","(0.0, 0.0)","(264.0289611816406, 678.3272705078125)","(250.04403686523438, 676.2070922851562)","(241.43727111816406, 682.2280883789062)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(5.358123302459717, 637.5626220703125)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1237.35546875, 573.924072265625)","(1285.4495849609375, 610.3589477539062)","(1191.1705322265625, 580.555908203125)","(1295.5582275390625, 658.8523559570312)","(1157.889404296875, 597.962158203125)","(0.0, 0.0)","(1196.2230224609375, 648.8557739257812)","(1213.566650390625, 653.6254272460938)","(1233.4345703125, 643.1455688476562)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(937.757568359375, 4.36907958984375)","(950.5147094726562, 43.925048828125)","(988.1902465820312, 15.06951904296875)","(949.6588134765625, 102.5023193359375)","(1021.5740966796875, 39.34674072265625)","(944.4512939453125, 149.40802001953125)","(1014.7221069335938, 99.3887939453125)","(1029.797119140625, 101.35333251953125)","(921.0603637695312, 94.55108642578125)","(1004.839599609375, 177.110595703125)","(944.9878540039062, 177.305908203125)","(1074.7855224609375, 167.08843994140625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(281.1114807128906, 447.3992614746094)","(208.34780883789062, 484.089599609375)","(351.9619140625, 459.4931640625)","(188.53428649902344, 552.5760498046875)","(400.65008544921875, 487.8166198730469)","(177.4150848388672, 608.9669189453125)","(337.4461364746094, 552.4608154296875)","(312.6461486816406, 549.1009521484375)","(277.3463439941406, 558.495849609375)","(248.78665161132812, 636.8067016601562)","(289.2109375, 653.918701171875)","(344.8015441894531, 620.62353515625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(287.2278137207031, 564.39306640625)","(303.3536682128906, 570.623291015625)","(288.7926330566406, 568.1919555664062)","(306.08502197265625, 582.7429809570312)","(289.1425476074219, 574.5379028320312)","(306.1231994628906, 592.670654296875)","(298.2012634277344, 585.7476196289062)","(307.0421447753906, 585.2672119140625)","(282.2955627441406, 583.9305419921875)","(310.7479248046875, 600.1770629882812)","(286.2329406738281, 601.979736328125)","(313.5295104980469, 600.1837768554688)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(393.0128173828125, 322.8553161621094)","(382.6916809082031, 327.4281311035156)","(389.0251770019531, 324.954833984375)","(380.03082275390625, 336.76263427734375)","(386.4947204589844, 329.04400634765625)","(379.37176513671875, 344.50592041015625)","(380.88592529296875, 337.4814147949219)","(375.11737060546875, 337.0827331542969)","(394.91094970703125, 337.530029296875)","(372.8340148925781, 348.9608154296875)","(389.8289794921875, 350.5018615722656)","(367.8193054199219, 347.3521423339844)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(484.76300048828125, 399.68365478515625)","(474.4857482910156, 405.71063232421875)","(494.66680908203125, 401.6427001953125)","(471.5480041503906, 415.4032287597656)","(501.45538330078125, 405.7056884765625)","(469.8607177734375, 423.2648620605469)","(492.5503234863281, 415.16229248046875)","(489.0962829589844, 415.28082275390625)","(484.0414123535156, 414.6562805175781)","(479.91162109375, 427.7005615234375)","(485.5569763183594, 428.2424011230469)","(493.5767822265625, 425.86029052734375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(429.1978454589844, 608.756591796875)","(420.8595886230469, 616.5516357421875)","(450.3410949707031, 612.2452392578125)","(417.5693359375, 635.3078002929688)","(464.5378723144531, 620.4761962890625)","(414.6888732910156, 651.1168823242188)","(453.3271789550781, 637.29736328125)","(452.5565490722656, 634.9417724609375)","(424.8832092285156, 640.9988403320312)","(437.7139587402344, 658.8367919921875)","(431.49853515625, 667.75732421875)","(466.25091552734375, 654.5695190429688)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(435.6119079589844, 666.2076416015625)","(443.0653381347656, 678.144287109375)","(421.833740234375, 668.6527709960938)","(0.0, 0.0)","(412.0684814453125, 673.8533935546875)","(0.0, 0.0)","(419.25970458984375, 689.0140991210938)","(0.0, 0.0)","(435.73638916015625, 684.9834594726562)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(618.6817626953125, 375.7423400878906)","(623.6802978515625, 381.871826171875)","(607.7939453125, 377.0759582519531)","(624.7677001953125, 392.3525390625)","(600.1832275390625, 380.9171142578125)","(625.587890625, 400.93878173828125)","(605.3903198242188, 391.1282043457031)","(606.1474609375, 391.1255798339844)","(619.1784057617188, 391.7061767578125)","(613.1181030273438, 405.07513427734375)","(614.844482421875, 405.7834777832031)","(598.0061645507812, 402.2103576660156)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(751.7699584960938, 447.1902770996094)","(771.0407104492188, 456.3485107421875)","(744.227294921875, 449.3572692871094)","(775.1796264648438, 470.031494140625)","(738.3558349609375, 454.7097473144531)","(776.4552001953125, 481.0267639160156)","(751.7889404296875, 468.74322509765625)","(760.6790161132812, 469.40771484375)","(748.8172607421875, 467.5982971191406)","(770.9517822265625, 487.5166931152344)","(749.7354736328125, 486.522216796875)","(760.7274780273438, 484.9784240722656)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(684.7037963867188, 596.681884765625)","(680.1095581054688, 601.8212890625)","(698.072998046875, 599.6232299804688)","(678.3738403320312, 614.2144165039062)","(707.1602783203125, 605.511474609375)","(676.7742309570312, 624.6122436523438)","(700.6620483398438, 616.5146484375)","(700.49609375, 615.1064453125)","(682.2651977539062, 617.6917724609375)","(691.5362548828125, 630.6543579101562)","(686.8745727539062, 635.6398315429688)","(709.755615234375, 628.8580932617188)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(392.2923889160156, 196.71957397460938)","(405.7321472167969, 202.99966430664062)","(384.8951416015625, 196.04537963867188)","(408.4271240234375, 212.47039794921875)","(379.2692565917969, 198.23715209960938)","(409.2616882324219, 220.2047119140625)","(388.9531555175781, 208.37435913085938)","(394.8514709472656, 208.4207763671875)","(390.1770935058594, 211.25369262695312)","(402.7778015136719, 221.9676513671875)","(389.5052795410156, 223.24972534179688)","(392.7715759277344, 217.078125)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(477.1786804199219, 253.56539916992188)","(483.9479064941406, 262.00726318359375)","(483.1087951660156, 254.17388916015625)","(484.8264465332031, 272.02783203125)","(486.81854248046875, 257.2666015625)","(484.32684326171875, 279.88641357421875)","(489.1675109863281, 268.54583740234375)","(493.7237548828125, 269.75164794921875)","(473.8403015136719, 267.981201171875)","(492.382080078125, 283.4345397949219)","(477.8028869628906, 281.439697265625)","(500.7705993652344, 280.2251281738281)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(563.974365234375, 104.291748046875)","(579.4974365234375, 110.65289306640625)","(554.5201416015625, 102.89093017578125)","(582.7608032226562, 122.003662109375)","(547.4325561523438, 105.210205078125)","(583.901123046875, 131.480224609375)","(558.8720703125, 116.94769287109375)","(565.4817504882812, 116.23968505859375)","(561.926025390625, 122.39593505859375)","(575.3038940429688, 132.74603271484375)","(560.8464965820312, 136.47027587890625)","(562.3292236328125, 125.91644287109375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(709.515625, 167.3609619140625)","(731.8969116210938, 176.5845947265625)","(698.4619140625, 166.22625732421875)","(736.7342529296875, 192.38497924804688)","(690.0274047851562, 169.9942626953125)","(738.3515625, 205.4755859375)","(706.1188354492188, 186.3914794921875)","(716.0846557617188, 185.78890991210938)","(706.4329223632812, 192.14312744140625)","(729.2034912109375, 208.47048950195312)","(706.337646484375, 212.18649291992188)","(714.0258178710938, 200.28317260742188)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(981.492431640625, 154.60369873046875)","(962.4185180664062, 161.35302734375)","(978.0843505859375, 161.41796875)","(958.1407470703125, 176.249755859375)","(976.32861328125, 170.23663330078125)","(957.2723388671875, 188.53250122070312)","(965.7507934570312, 182.63665771484375)","(955.69384765625, 182.16558837890625)","(985.6892700195312, 178.02044677734375)","(950.4254150390625, 199.369873046875)","(979.1121215820312, 200.4844970703125)","(946.62744140625, 200.9322509765625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1110.864013671875, 289.9686584472656)","(1126.35888671875, 303.83349609375)","(1121.2554931640625, 290.392578125)","(1129.43359375, 322.11749267578125)","(1128.05615234375, 295.8395080566406)","(1129.4219970703125, 336.6971740722656)","(1135.080810546875, 316.2381591796875)","(1144.8245849609375, 317.4710998535156)","(1105.7869873046875, 317.3401184082031)","(1144.593994140625, 342.87701416015625)","(1114.6265869140625, 341.9162902832031)","(1159.7489013671875, 336.5684814453125)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(946.224365234375, 478.0850830078125)","(932.3700561523438, 484.29290771484375)","(956.640625, 480.04986572265625)","(928.9545288085938, 495.3363342285156)","(964.00341796875, 484.59674072265625)","(927.3280029296875, 504.4046630859375)","(952.9605712890625, 495.17877197265625)","(947.6375122070312, 494.8500061035156)","(946.719970703125, 495.7059020996094)","(937.3792724609375, 509.0852355957031)","(947.9370727539062, 511.150390625)","(951.5692138671875, 506.6102294921875)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1125.8292236328125, 672.7774658203125)","(0.0, 0.0)","(1115.5809326171875, 672.0693969726562)","(0.0, 0.0)","(1110.030517578125, 681.8123779296875)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(583.9246826171875, 14.2169189453125)","(539.20458984375, 41.59405517578125)","(617.9033203125, 23.0244140625)","(528.6836547851562, 79.51129150390625)","(641.7815551757812, 39.271240234375)","(523.8403930664062, 109.63177490234375)","(606.6695556640625, 77.4986572265625)","(589.5552978515625, 80.067138671875)","(586.3069458007812, 70.8670654296875)","(557.1160278320312, 127.97955322265625)","(591.0425415039062, 124.42315673828125)","(602.7578125, 121.987548828125)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1439.64697265625, 73.9969482421875)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1414.3177490234375, 209.36322021484375)","(0.0, 0.0)","(1455.8934326171875, 330.91888427734375)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1296.03466796875, 141.56353759765625)","(1282.022705078125, 163.51483154296875)","(1328.4364013671875, 145.47796630859375)","(1278.0252685546875, 193.6363525390625)","(1350.919921875, 156.6683349609375)","(1274.774658203125, 217.63067626953125)","(1333.79638671875, 188.58273315429688)","(1331.5682373046875, 190.2381591796875)","(1292.31201171875, 187.3448486328125)","(1309.903076171875, 229.9737548828125)","(1303.708740234375, 229.10903930664062)","(1353.6480712890625, 222.60638427734375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1441.716552734375, 493.43157958984375)","(0.0, 0.0)","(1425.7113037109375, 500.07745361328125)","(0.0, 0.0)","(1413.369140625, 513.0718994140625)","(0.0, 0.0)","(1444.9752197265625, 543.3988037109375)","(0.0, 0.0)","(1435.6240234375, 537.7410888671875)","(0.0, 0.0)","(1439.4207763671875, 579.9229125976562)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(631.0340576171875, 434.9284362792969)","(640.6658325195312, 452.7295837402344)","(659.0966796875, 441.51251220703125)","(641.9791259765625, 484.55859375)","(678.099853515625, 455.72125244140625)","(640.3535766601562, 510.55401611328125)","(676.7061767578125, 486.583984375)","(685.7908935546875, 485.43157958984375)","(623.7132568359375, 486.4881591796875)","(674.4280395507812, 526.0211181640625)","(639.3688354492188, 532.2073974609375)","(712.6712036132812, 521.2579345703125)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(511.9638977050781, 324.4868469238281)","(501.2197570800781, 332.7060241699219)","(525.244384765625, 327.3469543457031)","(497.94305419921875, 345.0856628417969)","(534.2391967773438, 332.75250244140625)","(495.82952880859375, 355.0382080078125)","(524.02734375, 344.99169921875)","(520.8810424804688, 345.40478515625)","(510.3463134765625, 343.472412109375)","(509.66131591796875, 361.0687255859375)","(513.1094970703125, 361.09747314453125)","(527.7352905273438, 359.1564636230469)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(560.9461059570312, 229.7808837890625)","(554.4407348632812, 233.0006103515625)","(554.5022583007812, 232.2237548828125)","(552.7454833984375, 242.06512451171875)","(550.2489013671875, 236.5726318359375)","(552.5330200195312, 249.74691772460938)","(547.4814453125, 244.14508056640625)","(543.1685180664062, 243.14364624023438)","(562.6729736328125, 244.62448120117188)","(543.5602416992188, 254.43490600585938)","(557.4528198242188, 257.4159851074219)","(535.0333251953125, 253.30789184570312)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(679.944580078125, 186.95272827148438)","(681.6572265625, 189.29049682617188)","(671.5674438476562, 188.43765258789062)","(681.974853515625, 197.05593872070312)","(665.7843017578125, 191.8341064453125)","(682.456787109375, 203.72586059570312)","(668.45068359375, 198.3121337890625)","(667.9417724609375, 197.086181640625)","(680.6639404296875, 200.05081176757812)","(672.470703125, 207.0498046875)","(676.7345581054688, 210.77963256835938)","(660.9299926757812, 205.32461547851562)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(758.975341796875, 165.66619873046875)","(772.8109741210938, 182.0323486328125)","(767.528564453125, 164.14947509765625)","(774.981201171875, 199.75552368164062)","(772.9046020507812, 167.83441162109375)","(774.5121459960938, 213.55410766601562)","(778.9022827148438, 189.59487915039062)","(787.614501953125, 192.14779663085938)","(753.4359130859375, 191.06341552734375)","(786.9495239257812, 217.75430297851562)","(760.2567138671875, 214.08453369140625)","(799.64599609375, 209.45660400390625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(738.5590209960938, 385.39031982421875)","(743.0272216796875, 390.74859619140625)","(744.1966552734375, 386.9244079589844)","(743.5572509765625, 398.9007873535156)","(747.833740234375, 390.33416748046875)","(743.0944213867188, 405.4578857421875)","(748.9459228515625, 398.60845947265625)","(752.229248046875, 398.8386535644531)","(736.0217895507812, 397.92962646484375)","(750.4329223632812, 409.3974304199219)","(739.4395141601562, 409.4664306640625)","(758.37158203125, 408.0677795410156)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(618.811767578125, 525.8610229492188)","(639.5518798828125, 538.1055297851562)","(605.6043701171875, 530.138916015625)","(643.8858642578125, 554.6724243164062)","(595.6198120117188, 537.65771484375)","(645.3901977539062, 567.7078247070312)","(611.0620727539062, 554.85791015625)","(619.8880004882812, 556.7722778320312)","(616.0741577148438, 549.36181640625)","(633.3339233398438, 578.0406494140625)","(614.2777099609375, 572.981201171875)","(615.0455932617188, 577.756103515625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(540.7237548828125, 484.4352111816406)","(527.2625122070312, 492.7791442871094)","(538.0072021484375, 484.7310791015625)","(523.8180541992188, 504.48553466796875)","(536.416015625, 487.96197509765625)","(522.8519287109375, 513.937255859375)","(528.6962280273438, 500.0199279785156)","(521.61328125, 500.6908874511719)","(542.9241943359375, 501.45745849609375)","(517.4690551757812, 516.8031616210938)","(537.6325073242188, 516.2991943359375)","(514.4600830078125, 511.69488525390625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(923.9258422851562, 226.39276123046875)","(940.3114624023438, 234.54714965820312)","(922.1222534179688, 225.75503540039062)","(943.6807861328125, 246.3028564453125)","(920.2985229492188, 228.61102294921875)","(944.3950805664062, 255.82815551757812)","(930.6796875, 241.42193603515625)","(939.0545654296875, 241.72967529296875)","(920.5205688476562, 244.21322631835938)","(945.311767578125, 258.51373291015625)","(923.4784545898438, 259.2889099121094)","(943.2630615234375, 252.94210815429688)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(938.0050659179688, 370.5208435058594)","(932.8394775390625, 376.3298645019531)","(930.4600830078125, 372.0722961425781)","(931.6860961914062, 386.3860168457031)","(925.5321655273438, 375.8706359863281)","(931.8234252929688, 394.6371765136719)","(923.9671630859375, 385.4220275878906)","(920.10595703125, 385.41241455078125)","(940.08837890625, 385.8232421875)","(921.802978515625, 398.5740661621094)","(934.9298706054688, 399.32037353515625)","(911.772216796875, 395.855712890625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(847.0100708007812, 511.35345458984375)","(857.6376953125, 519.1348266601562)","(838.3536987304688, 512.9400634765625)","(860.0042114257812, 528.9232177734375)","(832.0849609375, 516.5767822265625)","(861.0169067382812, 536.603271484375)","(840.31494140625, 526.9998168945312)","(844.3681030273438, 528.2867431640625)","(846.1491088867188, 524.9720458984375)","(852.326904296875, 541.271728515625)","(844.4133911132812, 538.256591796875)","(840.2521362304688, 539.418701171875)"
